Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
201–250,Tel Aviv University,Israel,"22,809",22.2,7%,56:44:00,50.4–53.9,40.6,51.7,68.4,43.1,56.4
201–250,Tilburg University,Netherlands,"9,944",24.8,18%,49:51:00,50.4–53.9,36,49.4,63.3,51,81.9
201–250,Tohoku University,Japan,"17,888",12.2,14%,28 : 72,50.4–53.9,56.6,58.7,37.8,97.2,49.5
201–250,University of Twente,Netherlands,"8,981",14.9,37%,37 : 63,50.4–53.9,37.9,46.8,57,86.9,93.8
201–250,University College Dublin,Ireland,"23,066",23,31%,n/a,50.4–53.9,32.2,39,71.8,48.7,93.6
201–250,Vita-Salute San Raffaele University,Italy,"3,114",10.6,4%,60:40:00,50.4–53.9,37.6,22.5,98.6,36,42.8
201–250,University of Waterloo,Canada,"33,613",23.8,22%,47:53:00,50.4–53.9,35.6,43.2,67.7,47.1,87.1
201–250,Western University,Canada,"28,301",28.5,22%,56:44:00,50.4–53.9,39.9,39,72.6,80.2,85.6
201–250,Western Sydney University,Australia,"35,766",37.8,23%,57:43:00,50.4–53.9,26.2,30.5,88.7,42.4,87.9
201–250,University of Wollongong,Australia,"18,222",30.2,30%,53:47:00,50.4–53.9,30.8,37.6,77.3,55.8,94.7
251–300,Australian Catholic University,Australia,"23,750",42.9,15%,75:25:00,48.1–50.3,19.5,27.5,95.9,36.6,80.2
251–300,Beijing Normal University,China,"23,424",14.5,12%,n/a,48.1–50.3,47.2,41,56,71.1,45.7
251–300,Boston College,United States,"12,958",15.1,12%,54:46:00,48.1–50.3,47.5,34.6,64.4,35.1,46.4
251–300,Brandeis University,United States,"5,425",12.2,28%,59:41:00,48.1–50.3,28.2,21.7,99,35.6,57.5
251–300,University at Buffalo,United States,"27,114",17.9,16%,44:56:00,48.1–50.3,37.9,33.4,71.4,47.4,64.8
251–300,"University of California, Riverside",United States,"23,155",17.7,14%,53:47:00,48.1–50.3,30.5,29.7,84.1,40.9,65
251–300,Chalmers University of Technology,Sweden,"9,573",13.8,18%,31 : 69,48.1–50.3,31.8,42.8,63.3,65.5,77.5
251–300,University of Colorado Denver/Anschutz Medical Campus,United States,"17,224",3.9,8%,57:43:00,48.1–50.3,35.1,19.4,94.8,42,31
251–300,Curtin University,Australia,"30,221",20.7,32%,52:48:00,48.1–50.3,25.2,32.6,82.5,43.5,95.5
251–300,Dalhousie University,Canada,"16,077",13.8,28%,54:46:00,48.1–50.3,27.6,29.7,77.5,43.3,89
251–300,Deakin University,Australia,"42,675",33.6,28%,56:44:00,48.1–50.3,26.5,32.3,79.3,42.8,89.2
251–300,University of Duisburg-Essen,Germany,"41,728",45,19%,49:51:00,48.1–50.3,32.9,33.5,80.3,67.2,61.1
251–300,Heinrich Heine University Düsseldorf,Germany,"29,297",36.1,12%,58:42:00,48.1–50.3,34.9,32,78.6,43.7,59.6
251–300,École des Ponts ParisTech,France,"2,096",11.7,45%,32 : 68,48.1–50.3,31.9,22.2,87.4,59.6,83.8
251–300,Flinders University,Australia,"16,976",28.2,36%,65:35:00,48.1–50.3,25.5,31,83.3,40.7,89.9
251–300,Florida State University,United States,"39,380",24.7,7%,57:43:00,48.1–50.3,39,38,70.1,40.8,47.3
251–300,George Mason University,United States,"31,652",18.2,11%,53:47:00,48.1–50.3,32,28.5,84.9,36,48.5
251–300,University of Hawai’i at Mānoa,United States,"14,789",10.7,11%,58:42:00,48.1–50.3,36.5,39.9,67.1,39.1,66.9
251–300,Howard University,United States,"8,453",8,8%,72:28:00,48.1–50.3,43.9,16.1,95.7,34.8,35.4
251–300,University of Iowa,United States,"29,591",11.5,9%,53:47:00,48.1–50.3,40.6,29.6,77.6,48.6,47.4
251–300,James Cook University,Australia,"10,794",20.1,12%,64:36:00,48.1–50.3,25.4,29.9,88.6,45.5,78.7
251–300,University of Kiel,Germany,"27,750",22.5,9%,53:47:00,48.1–50.3,30.3,31.1,85,34.8,57.7
251–300,Kyung Hee University,South Korea,"20,599",17.5,25%,54:46:00,48.1–50.3,35.5,40.5,64.6,89.7,63.7
251–300,Lappeenranta-Lahti University of Technology LUT,Finland,"4,333",29.6,15%,31 : 69,48.1–50.3,27.8,31.3,84.1,54.9,61.2
251–300,Université Laval,Canada,"28,662",17.1,14%,58:42:00,48.1–50.3,38.9,34.8,67.7,66.4,71
251–300,Linköping University,Sweden,"15,873",14.6,14%,52:48:00,48.1–50.3,24.8,38.4,77.9,60.7,69
251–300,University of Luxembourg,Luxembourg,"4,890",19.1,52%,53:47:00,48.1–50.3,33,39.2,65.7,47.3,99.5
251–300,Macau University of Science and Technology,Macao,"11,113",25.7,88%,57:43:00,48.1–50.3,30.3,22.8,82.3,46.4,99.9
251–300,University of Navarra,Spain,"11,545",14.7,26%,54:46:00,48.1–50.3,28.7,29.3,85.1,65.9,71.7
251–300,University of Newcastle,Australia,"23,706",29,19%,56:44:00,48.1–50.3,27.1,33.2,78.9,61.4,85.6
251–300,University of New Mexico (Main campus),United States,"19,227",17.5,5%,56:44:00,48.1–50.3,39.4,29.1,80.1,42.8,34.1
251–300,Oregon Health and Science University,United States,"3,017",1,3%,67:33:00,48.1–50.3,35.8,17.7,99.1,52.6,28.6
251–300,University of Oulu,Finland,"9,756",25.1,6%,53:47:00,48.1–50.3,30.6,35.1,76.2,51.6,57.1
251–300,University of Potsdam,Germany,"14,844",41.1,14%,56:44:00,48.1–50.3,38.4,43,65,66,59.3
251–300,Queen’s University,Canada,"25,289",25.9,16%,59:41:00,48.1–50.3,40,38,60.2,79.1,71.1
251–300,Ruhr University Bochum,Germany,"38,893",50.4,15%,50:50:00,48.1–50.3,38.2,45.1,61.6,58.1,54
251–300,Sejong University,South Korea,"12,063",20.1,12%,46:54:00,48.1–50.3,26,27.8,90.2,48,53.2
251–300,Semmelweis University,Hungary,"9,887",9.2,33%,72:28:00,48.1–50.3,44.5,15.6,81,41.4,77.8
251–300,University of Southern Denmark,Denmark,"18,822",10.5,16%,51:49:00,48.1–50.3,24.1,30.2,80.2,73.9,81.1
251–300,Stellenbosch University,South Africa,"24,733",26.1,8%,56:44:00,48.1–50.3,30.3,35.7,78.7,79.5,54.3
251–300,Sun Yat-sen University,China,"56,430",15.7,6%,50:50:00,48.1–50.3,40.7,32.6,77.7,60.6,33.5
251–300,Swansea University,United Kingdom,"17,590",15.7,22%,46:54:00,48.1–50.3,22.2,26.8,93.8,39,83
251–300,Tampere University,Finland,"15,438",20.9,6%,53:47:00,48.1–50.3,27.1,34.2,84.4,59.6,52.5
251–300,University of Tartu,Estonia,"9,087",12.2,12%,68:32:00,48.1–50.3,25.9,31,89.3,43.3,62.6
251–300,University College Cork,Ireland,"17,397",20.3,20%,58:42:00,48.1–50.3,26.2,27.6,88.1,49.2,83.7
251–300,University of Utah,United States,"30,794",14.7,7%,48:52:00,48.1–50.3,37.2,30.7,81.8,51.2,33.1
251–300,Virginia Polytechnic Institute and State University,United States,"34,950",18.3,14%,43:57:00,48.1–50.3,35.8,36.5,74.3,48.4,56.4
251–300,Vrije Universiteit Brussel,Belgium,"13,301",32.4,23%,56:44:00,48.1–50.3,35.5,42.6,63.9,60.8,76.7
251–300,University of the Witwatersrand,South Africa,"26,873",24.3,8%,55:45:00,48.1–50.3,30.9,43.8,66.2,100,73.4
301–350,Aix-Marseille University,France,"69,951",17,12%,59:41:00,46.1–48.0,39.8,24.2,74.4,39.7,60.9
301–350,American University of Beirut,Lebanon,"8,988",8.6,22%,51:49:00,46.1–48.0,26.9,16.3,89.2,49.7,77.5
301–350,Anglia Ruskin University (ARU),United Kingdom,"18,885",24.1,39%,64:36:00,46.1–48.0,16.9,15.6,99.7,35.1,89.9
301–350,Autonomous University of Madrid,Spain,"29,813",13.4,15%,61:39:00,46.1–48.0,31.6,27.7,83.8,38.3,55.1
301–350,University of Bordeaux,France,"54,346",22.7,14%,59:41:00,46.1–48.0,33.1,25.3,79.1,39,60.1
301–350,"University of California, Merced",United States,"8,459",21.4,10%,52:48:00,46.1–48.0,22.7,23.9,94.9,40.9,44
301–350,University of Cape Coast,Ghana,"24,628",33.4,0%,26 : 74,46.1–48.0,17.3,20.1,100,66.2,44.7
301–350,Central South University,China,"54,903",19.9,3%,n/a,46.1–48.0,34.8,41.6,65.6,96,25
301–350,"China Medical University, Taiwan",Taiwan,"7,971",17.4,10%,55:45:00,46.1–48.0,24.3,32.9,80.8,95.7,44.1
301–350,University of Delaware,United States,"21,916",16.6,10%,56:44:00,46.1–48.0,28.9,38.4,68.8,94.6,49.4
301–350,East China Normal University,China,"27,424",14.5,14%,65:35:00,46.1–48.0,39.8,37.2,59,57.2,62.8
301–350,École Normale Supérieure de Lyon,France,"2,272",8.6,11%,47:53:00,46.1–48.0,38.3,45.8,52.6,64.3,64.7
301–350,University of Essex,United Kingdom,"13,490",16.6,40%,53:47:00,46.1–48.0,30.2,34.9,63.5,35.9,96.3
301–350,Goethe University Frankfurt,Germany,"45,179",18.5,15%,57:43:00,46.1–48.0,31.9,33.3,73.7,43.5,61
301–350,Hebrew University of Jerusalem,Israel,"16,237",11.5,5%,58:42:00,46.1–48.0,43.4,42.8,51.8,42.6,59.6
301–350,Hofstra University,United States,"9,844",13.3,8%,57:43:00,46.1–48.0,37.1,16.4,94.6,34.8,30.2
301–350,HSE University,Russian Federation,"28,901",16,12%,n/a,46.1–48.0,34.9,45,61.1,64.8,45
301–350,University of Illinois Chicago,United States,"28,089",11.5,19%,53:47:00,46.1–48.0,41.6,31.9,63.5,44.3,51.7
301–350,Indian Institute of Science,India,"4,199",9.3,1%,27 : 73,46.1–48.0,59.1,54.6,31.5,88.1,24.1
301–350,Johannes Gutenberg University of Mainz,Germany,"31,240",25.1,12%,59:41:00,46.1–48.0,35.5,26.4,78.2,56.3,58.6
301–350,University of Malaya,Malaysia,"17,390",8.9,18%,60:40:00,46.1–48.0,37.5,30.8,61.9,47.1,84
301–350,University of Manitoba,Canada,"28,888",28.9,19%,53:47:00,46.1–48.0,32,30.7,74.4,35.6,55.9
301–350,University of Milan,Italy,"44,959",20.6,6%,59:41:00,46.1–48.0,32.7,29.7,82.6,39.8,43.5
301–350,University of Milan-Bicocca,Italy,"27,635",29.2,5%,60:40:00,46.1–48.0,27.5,24.2,91.8,39.2,45.4
301–350,Montpellier University,France,"39,909",19.9,15%,53:47:00,46.1–48.0,35,31.6,70.4,38.7,62.5
301–350,Nankai University,China,"30,456",12.3,9%,55:45:00,46.1–48.0,37.2,25.1,78.7,45.5,41.3
301–350,National Yang Ming Chiao Tung University,Taiwan,"16,870",12.2,11%,35 : 65,46.1–48.0,45.9,46.8,50,72.8,40
301–350,North Carolina State University,United States,"30,917",16,14%,47:53:00,46.1–48.0,39.3,37,60.5,46.2,53.6
301–350,Nova Southeastern University,United States,"17,431",16.1,6%,70:30:00,46.1–48.0,39.2,10.8,96.5,34.8,29.7
301–350,Osaka University,Japan,"22,451",7.8,11%,33 : 67,46.1–48.0,51.9,52.1,33.9,90.2,38.4
301–350,Peter the Great St Petersburg Polytechnic University,Russian Federation,"16,550",9.6,32%,39 : 61,46.1–48.0,27.8,18.4,87.1,77.7,56.9
301–350,Qatar University,Qatar,"8,899",8.8,36%,76:24:00,46.1–48.0,26,31.7,69,50.7,99.1
301–350,Reykjavík University,Iceland,"2,574",22.3,8%,46:54:00,46.1–48.0,16.8,21.8,100,36.7,69.1
301–350,RMIT University,Australia,"32,743",23.3,34%,48:52:00,46.1–48.0,27.6,32.1,69.8,46,93.9
301–350,University of Rome II – Tor Vergata,Italy,"25,683",32.8,16%,55:45:00,46.1–48.0,38.2,27.4,68.5,48.4,62.1
301–350,Rush University,United States,"2,728",2.3,1%,74:26:00,46.1–48.0,40,15.8,90.9,45,21.6
301–350,University of St Gallen,Switzerland,"7,851",12.1,33%,36 : 64,46.1–48.0,28.8,20.5,78.4,49.1,95.6
301–350,University of South Australia,Australia,"22,377",32.2,22%,58:42:00,46.1–48.0,23.5,36.6,68.1,84.3,88.4
301–350,University of Stirling,United Kingdom,"9,750",16.5,26%,64:36:00,46.1–48.0,23.9,25.8,80.9,35.5,84.7
301–350,Stony Brook University,United States,"24,830",10.7,22%,52:48:00,46.1–48.0,34.6,25.3,77.2,36.2,70.2
301–350,University of Stuttgart,Germany,"16,344",28.5,19%,34 : 66,46.1–48.0,40.9,44.4,49.8,93.8,53.1
301–350,Università della Svizzera italiana,Switzerland,"3,097",11.6,67%,48:52:00,46.1–48.0,23.6,19.6,83.6,58.9,99.5
301–350,Swedish University of Agricultural Sciences,Sweden,"3,906",4.4,7%,69:31:00,46.1–48.0,30.4,29.3,74.1,92,51.5
301–350,Swinburne University of Technology,Australia,"16,186",25.1,29%,36 : 64,46.1–48.0,24.8,29.3,76.7,42.2,81.8
301–350,University of Tasmania,Australia,"18,610",22.3,37%,59:41:00,46.1–48.0,27.6,32.3,70.3,47,91.3
301–350,Technical University of Darmstadt,Germany,"16,009",38,17%,33 : 67,46.1–48.0,43.7,45,46.8,88.4,58.5
301–350,Temple University,United States,"36,423",12.9,8%,54:46:00,46.1–48.0,38.4,24.6,79.4,34.8,38.9
301–350,The University of Tennessee-Knoxville,United States,"26,721",16.6,4%,n/a,46.1–48.0,32.8,27.5,78.1,42.6,46.8
301–350,Tokyo Institute of Technology,Japan,"9,835",9.6,15%,0.725,46.1–48.0,49.7,56.2,33.2,80.7,46.2
301–350,Tongji University,China,"30,525",10.9,17%,48:52:00,46.1–48.0,40.6,47.9,41.7,98.8,60.2
301–350,University of Victoria,Canada,"22,550",26.5,21%,56:44:00,46.1–48.0,22.8,33.5,73.7,45.2,88.6
301–350,Wake Forest University,United States,"8,054",4.1,10%,53:47:00,46.1–48.0,39.1,18.9,85.6,45.4,33.7
301–350,William & Mary,United States,"8,272",11.3,9%,56:44:00,46.1–48.0,45.8,21.3,78.9,36.2,36.9
351–400,Babol Noshirvani University of Technology,Iran,"5,745",27,0%,36 : 64,44.1–46.0,23.3,21.2,99.4,37.2,20.7
351–400,University of Bayreuth,Germany,"8,541",25.3,15%,47:53:00,44.1–46.0,35.8,37.2,55.7,57.3,60.6
351–400,"Birkbeck, University of London",United Kingdom,"8,405",19.5,39%,55:45:00,44.1–46.0,30.5,32.6,64.1,35.1,89.9
351–400,Bournemouth University,United Kingdom,"13,790",17.7,19%,54:46:00,44.1–46.0,33.6,21.3,74.6,35.1,82.1
351–400,University of Bremen,Germany,"13,816",22.9,16%,54:46:00,44.1–46.0,33.5,37.6,56.6,53.7,62
351–400,University of Brescia,Italy,"14,784",24.6,8%,46:54:00,44.1–46.0,24.6,18.1,93.9,39.6,44.7
351–400,Universiti Brunei Darussalam,Brunei Darussalam,"3,786",10.8,17%,67:33:00,44.1–46.0,24,18.7,83.9,36.9,88.2
351–400,Brunel University London,United Kingdom,"12,515",17.8,38%,47:53:00,44.1–46.0,26.1,26,69,36.3,96.5
351–400,Catholic University of Portugal,Portugal,"11,233",22.8,21%,59:41:00,44.1–46.0,19,14.5,98.3,36.6,62
351–400,"City, University of London",United Kingdom,"14,990",17.8,50%,57:43:00,44.1–46.0,25,26.3,70.9,36.2,95.2
351–400,"Colorado State University, Fort Collins",United States,"26,464",16.2,6%,53:47:00,44.1–46.0,31.5,26.1,77.3,40.8,39.2
351–400,Drexel University,United States,"19,984",11.4,16%,50:50:00,44.1–46.0,35.2,21.9,76.2,42.5,51.7
351–400,University of Georgia,United States,"37,190",16.8,7%,57:43:00,44.1–46.0,42.2,42.4,53.2,38.2,47
351–400,University of Greifswald,Germany,"10,019",20.7,7%,57:43:00,44.1–46.0,31.4,27.6,74.7,42.3,48.7
351–400,Université Grenoble Alpes,France,"50,732",16.9,17%,50:50:00,44.1–46.0,37.4,31.9,58,38.7,68.7
351–400,University of Hail,Saudi Arabia,"19,032",11.2,10%,63:37:00,44.1–46.0,18.1,8.7,100,40.9,82
351–400,Hanyang University,South Korea,"20,009",15,21%,n/a,44.1–46.0,40.8,40.1,44,93.8,64.3
351–400,Harokopio University of Athens,Greece,"3,697",55.2,4%,53:47:00,44.1–46.0,18.4,19.3,96.3,37.3,45.2
351–400,Hasselt University,Belgium,"5,528",30.4,13%,49:51:00,44.1–46.0,28.2,39,57.5,58.2,69.4
351–400,Illinois Institute of Technology,United States,"5,851",10.6,42%,37 : 63,44.1–46.0,41.8,20.6,62.9,38.6,74.1
351–400,IMT Atlantique,France,"1,546",8.2,39%,24 : 76,44.1–46.0,37.2,34.3,54.3,95.8,77.2
351–400,Indian Institute of Technology Ropar,India,"1,876",10.5,0%,0.806944444,44.1–46.0,26.8,13.9,99.7,37.7,18.9
351–400,JSS Academy of Higher Education and Research,India,"7,518",9.4,8%,53:47:00,44.1–46.0,33.3,9,100,35.8,32.4
351–400,University of Jyväskylä,Finland,"10,277",14.2,4%,61:39:00,44.1–46.0,25.3,30.5,75.4,36.3,51.5
351–400,University of Kent,United Kingdom,"17,280",18,30%,53:47:00,44.1–46.0,27.8,30.6,64.5,35.4,91.5
351–400,Khalifa University,United Arab Emirates,"2,947",9.5,21%,57:43:00,44.1–46.0,31.5,36.9,51.9,100,92.1
351–400,King Fahd University of Petroleum and Minerals,Saudi Arabia,"6,706",7.6,11%,0.110416667,44.1–46.0,25.8,22.4,77.9,74.2,77.6
351–400,King Saud University,Saudi Arabia,"34,952",10.1,11%,53:47:00,44.1–46.0,26.1,27.8,70.9,82.6,82.3
351–400,University of Klagenfurt,Austria,"3,173",9,25%,68:32:00,44.1–46.0,29,17.7,74.6,36.8,90.3
351–400,Kurdistan University of Medical Sciences,Iran,"2,958",10.6,3%,51:49:00,44.1–46.0,34.3,9.9,100,36.4,22.3
351–400,University of KwaZulu-Natal,South Africa,"37,005",30.6,3%,58:42:00,44.1–46.0,28.8,34.7,66.7,39.7,53.3
351–400,University of Liège,Belgium,"21,160",25.7,21%,57:43:00,44.1–46.0,26.6,35.4,60.2,99.6,71.6
351–400,Loughborough University,United Kingdom,"15,555",13.8,27%,42:58:00,44.1–46.0,32,33.6,61.1,38.6,86.6
351–400,Mazandaran University of Medical Sciences,Iran,"8,734",17.9,0%,58:42:00,44.1–46.0,40.5,11.3,87.6,40.9,19.7
351–400,Nagoya University,Japan,"15,564",10,12%,30 : 70,44.1–46.0,44.3,48,41.4,97.9,35.4
351–400,University of Galway,Ireland,"14,799",27,18%,58:42:00,44.1–46.0,27.6,31.9,66.7,48.8,81.5
351–400,National Tsing Hua University,Taiwan,"13,827",16.6,12%,41:59:00,44.1–46.0,36.2,46,50,70.7,42.9
351–400,University of Oregon,United States,"22,034",10.5,8%,54:46:00,44.1–46.0,31,21.5,85.3,36.4,35.3
351–400,University of Passau,Germany,"9,915",76.6,13%,59:41:00,44.1–46.0,33.9,39.9,56.3,46.5,58.4
351–400,University of Pavia,Italy,"19,849",34.8,9%,57:43:00,44.1–46.0,36.8,28.1,72.4,46.5,46.7
351–400,Politecnico di Milano,Italy,"37,680",25.6,17%,34 : 66,44.1–46.0,34.4,39.2,57.8,80.1,60.8
351–400,"Royal Holloway, University of London",United Kingdom,"10,175",14.6,36%,57:43:00,44.1–46.0,30,29,67.3,37.6,91.8
351–400,Shenzhen University,China,"36,401",14.5,1%,47:53:00,44.1–46.0,22.3,26,89.4,53.6,36.7
351–400,SUNY University at Albany,United States,"16,110",16.8,9%,55:45:00,44.1–46.0,25.2,22.7,84.3,43.5,49.9
351–400,Syracuse University,United States,"20,573",15,21%,53:47:00,44.1–46.0,35.4,29.7,69.7,35.8,49.8
351–400,University of Texas at Dallas,United States,"25,464",22.9,20%,43:57:00,44.1–46.0,24.9,28.1,80.6,40.7,56.6
351–400,University of Trento,Italy,"13,782",19.8,7%,52:48:00,44.1–46.0,30.2,32.5,69.5,43.1,56.6
351–400,University of Turku,Finland,"12,851",15.5,6%,63:37:00,44.1–46.0,27.6,31.4,75.3,37,54.1
351–400,UiT The Arctic University of Norway,Norway,"14,505",10.4,10%,58:42:00,44.1–46.0,23.5,21.1,87.9,37.8,68.8
351–400,Umeå University,Sweden,"17,495",12.6,11%,60:40:00,44.1–46.0,23,29,78.2,36.6,64
351–400,United Arab Emirates University,United Arab Emirates,"7,121",8.4,17%,80:20:00,44.1–46.0,24.5,21.4,73.3,65.9,88.8
351–400,Washington State University,United States,"29,326",19.3,7%,53:47:00,44.1–46.0,31.5,30.9,71.3,50.3,50.1
401–500,Addis Ababa University,Ethiopia,"46,864",16.6,0%,33 : 67,40.9–44.0,18.9,11.9,95.2,41.5,47
401–500,University of Alaska Fairbanks,United States,"3,125",7.8,6%,52:48:00,40.9–44.0,27.8,24,73.7,46.9,57.9
401–500,An-Najah National University,Palestine,"23,053",21.3,9%,65:35:00,40.9–44.0,13.2,8.6,100,36,63.7
401–500,Aston University,United Kingdom,"11,515",17.9,24%,48:52:00,40.9–44.0,21.5,24.5,66,36.7,91.6
401–500,Aswan University,Egypt,"29,353",45,2%,56:44:00,40.9–44.0,13.9,9.8,100,34.8,47.9
401–500,Bangor University,United Kingdom,"8,800",15.6,23%,60:40:00,40.9–44.0,25.1,25.2,68.1,35.2,81.9
401–500,University of Campinas,Brazil,"29,466",16.5,3%,46:54:00,40.9–44.0,47.2,44.9,36.2,47.7,33
401–500,Cankaya University,Turkey,"7,716",26.5,1%,44:56:00,40.9–44.0,17,13.6,100,36,46
401–500,Claude Bernard University Lyon 1,France,"27,767",13,14%,54:46:00,40.9–44.0,36.4,25.5,61.2,40.6,58.5
401–500,Colorado School of Mines,United States,"6,226",17.4,10%,31 : 69,40.9–44.0,29.7,27.2,66.3,46.8,39
401–500,University of Connecticut,United States,"28,024",13.1,12%,52:48:00,40.9–44.0,36.6,29.5,61.4,38.2,54.5
401–500,University of Côte d’Azur,France,"31,638",18.3,21%,56:44:00,40.9–44.0,26.3,19.9,72.1,35.6,76.2
401–500,University of Crete,Greece,"13,620",27.2,4%,63:37:00,40.9–44.0,19.3,22.3,87.1,39.5,48.2
401–500,University of Cyprus,Cyprus,"6,588",19.9,12%,62:38:00,40.9–44.0,26.1,21.3,65.5,49.1,82.1
401–500,University of Denver,United States,"9,624",12.7,7%,59:41:00,40.9–44.0,39.3,23.8,72.2,35.9,27.9
401–500,Durban University of Technology,South Africa,"26,543",37.7,1%,53:47:00,40.9–44.0,16.9,11.5,99.9,37.8,39.1
401–500,Duy Tan University,Vietnam,"21,519",23.6,0%,64:36:00,40.9–44.0,13.1,10.8,100,35.9,49.4
401–500,École des Mines de Saint-Étienne,France,"1,039",8.5,24%,30 : 70,40.9–44.0,34.4,27,54.2,71.5,71.4
401–500,Edith Cowan University,Australia,"18,086",30.5,29%,59:41:00,40.9–44.0,19.2,24.4,73.2,38.8,86.5
401–500,University of Ferrara,Italy,"18,093",28.9,6%,61:39:00,40.9–44.0,31,22.3,71,41.4,44.6
401–500,University of Florence,Italy,"36,629",21.3,10%,56:44:00,40.9–44.0,33.3,28.3,66.8,44.7,46.1
401–500,Free University of Bozen-Bolzano,Italy,"4,195",11.2,15%,67:33:00,40.9–44.0,20.9,16.8,77.8,36.5,76.7
401–500,University of Fribourg,Switzerland,"10,687",25.4,17%,60:40:00,40.9–44.0,27.5,29.7,59.2,50.3,85.8
401–500,University of Genoa,Italy,"23,225",18.9,9%,56:44:00,40.9–44.0,35.4,25.5,65.1,45.3,44.8
401–500,Georgia State University,United States,"32,290",15.5,6%,59:41:00,40.9–44.0,32.9,25.9,65.8,36,44.5
401–500,"Goldsmiths, University of London",United Kingdom,"9,325",15.5,37%,66:34:00,40.9–44.0,28.5,27.9,64.7,34.8,81
401–500,Hong Kong Baptist University,Hong Kong,"7,075",10.1,58%,67:33:00,40.9–44.0,30,26.5,54.3,37.7,98.7
401–500,Hunan University,China,"40,198",18.6,3%,48:52:00,40.9–44.0,23.2,22.4,84.9,54.5,25.6
401–500,University of Ibadan,Nigeria,"35,083",22.6,1%,48:52:00,40.9–44.0,23.4,12.6,91.2,35.3,32.2
401–500,University of Iceland,Iceland,"9,023",15.5,11%,67:33:00,40.9–44.0,20.7,32.8,66.9,69.5,62.6
401–500,Indian Institute of Technology Indore,India,"1,832",11.4,0%,0.847916667,40.9–44.0,37.9,24.1,66.7,38.1,22.4
401–500,University of Innsbruck,Austria,"13,517",22.2,43%,53:47:00,40.9–44.0,31.4,29.5,52.9,53.6,95.9
