Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
201–250,Tianjin University,China,"26,486",8.9,13%,n/a,55.9–58.6,46.1,47.6,71.4,93.5,55.3
201–250,Tilburg University,Netherlands,"13,225",32.2,21%,51:49:00,55.9–58.6,32.8,44.9,80.1,82.6,84.5
201–250,University College Dublin,Ireland,"23,405",20.7,25%,n/a,55.9–58.6,34.3,41.3,84,75.1,88.1
201–250,University of Utah,United States,"31,502",13.3,8%,50:50:00,55.9–58.6,43.5,38.5,87,83.5,40.9
201–250,Vrije Universiteit Brussel,Belgium,"14,931",35.1,23%,58:42:00,55.9–58.6,37.8,42.6,80.9,92.4,78.5
201–250,Western University,Canada,"30,176",33,24%,56:44:00,55.9–58.6,40.2,42.9,75.2,99.6,87.5
201–250,University of Wollongong,Australia,"16,328",26.1,22%,55:45:00,55.9–58.6,36.8,39.3,84,91.4,91.7
251–300,University of Bath,United Kingdom,"15,280",15.8,31%,45:55:00,53.1–55.8,34.7,35.1,80.5,65.3,95
251–300,Beijing Institute of Technology,China,"34,050",13.4,8%,n/a,53.1–55.8,45.1,44,74.7,82.1,36.8
251–300,University of Bergen,Norway,"15,751",13,11%,61:39:00,53.1–55.8,36.7,33.9,84.2,69.4,76.3
251–300,Boston College,United States,"13,156",14.9,10%,55:45:00,53.1–55.8,43.5,30.5,84.6,60.7,57.8
251–300,Brandeis University,United States,"4,791",11.6,33%,59:41:00,53.1–55.8,36.7,28.3,84.6,64.2,81.4
251–300,"University of California, Riverside",United States,"25,670",19.6,14%,53:47:00,53.1–55.8,35.9,35.4,85.7,70.6,77
251–300,Deakin University,Australia,"40,988",32.7,18%,60:40:00,53.1–55.8,28.3,34.6,91.4,72.2,85.7
251–300,University of East Anglia,United Kingdom,"16,475",14.3,21%,57:43:00,53.1–55.8,31.1,32,90.9,51.6,88.7
251–300,École Normale Supérieure de Lyon,France,"2,024",7.9,11%,43:57:00,53.1–55.8,58.5,46.8,53.9,78.5,68
251–300,Florida State University,United States,"39,831",24.6,6%,58:42:00,53.1–55.8,38.2,38.6,79.4,68.2,58.8
251–300,Griffith University,Australia,"34,770",31.6,15%,60:40:00,53.1–55.8,30.5,37.8,82.7,74.6,81.8
251–300,Heinrich Heine University Düsseldorf,Germany,"28,121",30.1,13%,58:42:00,53.1–55.8,36.7,34.5,82.3,82.2,66.8
251–300,University of Hohenheim,Germany,"8,369",37.7,14%,57:43:00,53.1–55.8,35,35.5,85.7,80.5,61.7
251–300,Humanitas University,Italy,"1,988",17.9,18%,59:41:00,53.1–55.8,32.3,27.9,98,62.8,67.1
251–300,Johannes Gutenberg University of Mainz,Germany,"30,755",24.1,11%,59:41:00,53.1–55.8,39.5,32.6,82.3,89,66
251–300,Khalifa University,United Arab Emirates,"3,289",9.3,41%,58:42:00,53.1–55.8,31.7,35.9,78.4,95.6,97.4
251–300,King Abdulaziz University,Saudi Arabia,"60,540",13.9,3%,50:50:00,53.1–55.8,37.8,28.6,90.7,46.1,75.4
251–300,University of Konstanz,Germany,"7,594",34.5,11%,58:42:00,53.1–55.8,39.8,44.4,71.5,97.4,76.4
251–300,Kyung Hee University,South Korea,"20,427",17.6,30%,56:44:00,53.1–55.8,40.3,40,71,95.9,71.5
251–300,Lappeenranta-Lahti University of Technology LUT,Finland,"5,028",31.6,14%,34 : 66,53.1–55.8,33.4,36.7,91.7,65.1,64.2
251–300,La Trobe University,Australia,"19,172",28.2,29%,63:37:00,53.1–55.8,28.9,35.4,88.1,73.8,88.2
251–300,Université Laval,Canada,"30,362",17.9,16%,58:42:00,53.1–55.8,40.7,38.7,73.7,94.2,76.2
251–300,Linköping University,Sweden,"15,233",14.9,15%,54:46:00,53.1–55.8,28.3,41.3,86.4,92.8,70.7
251–300,Loughborough University,United Kingdom,"16,110",13.9,25%,40 : 60,53.1–55.8,36.5,34.4,77.4,70.2,91.5
251–300,Macau University of Science and Technology,Macao,"14,091",41.8,92%,57:43:00,53.1–55.8,33.1,34.2,78.9,65,94.7
251–300,University of Malaya,Malaysia,"19,346",10.2,22%,55:45:00,53.1–55.8,43.4,35.4,72.6,52.5,84.7
251–300,Medical University of Innsbruck,Austria,"3,337",12.9,44%,55:45:00,53.1–55.8,33.2,29.3,89.6,98.6,88.3
251–300,Nankai University,China,"31,416",11.7,7%,n/a,53.1–55.8,48.8,31.4,85.3,66.5,49.3
251–300,North Carolina State University,United States,"31,391",15.9,11%,49:51:00,53.1–55.8,46,41.4,73.3,79.1,61.8
251–300,University of Oulu,Finland,"10,719",20.8,8%,55:45:00,53.1–55.8,33.1,38.2,84.1,66,59.5
251–300,Qatar University,Qatar,"10,081",8.4,36%,77:23:00,53.1–55.8,31.3,35.6,83.4,61.8,96
251–300,Queen’s University,Canada,"27,034",25.9,16%,58:42:00,53.1–55.8,37.5,38,72.3,94,76
251–300,RCSI University of Medicine and Health Sciences,Ireland,"2,703",23.9,67%,n/a,53.1–55.8,32.3,36.6,81.7,76.9,91.6
251–300,RMIT University,Australia,"32,574",24,34%,48:52:00,53.1–55.8,35.5,36.2,83.2,73.2,92.8
251–300,Ruhr University Bochum,Germany,"37,709",46.7,16%,50:50:00,53.1–55.8,39.8,46.7,72.2,85.9,60
251–300,Sejong University,South Korea,"11,678",18.9,15%,51:49:00,53.1–55.8,31.4,34.5,94,73.8,68.6
251–300,Semmelweis University,Hungary,"9,966",12.8,37%,69:31:00,53.1–55.8,45.2,27.8,76.9,66.4,79.9
251–300,Simon Fraser University,Canada,"27,269",26.8,31%,54:46:00,53.1–55.8,28.7,36.7,84.2,83.1,92.9
251–300,South China University of Technology,China,"40,449",12.6,6%,38 : 62,53.1–55.8,36.6,38.2,83.2,92.8,44
251–300,University of Southern Denmark,Denmark,"18,279",9.9,13%,52:48:00,53.1–55.8,29.8,33.5,89.1,91.5,76.9
251–300,University of South Florida,United States,"40,379",19,13%,n/a,53.1–55.8,31.7,36.4,87.6,99.9,66.7
251–300,Stony Brook University,United States,"25,825",10.5,19%,54:46:00,53.1–55.8,43.6,29.7,81.4,66.5,78.8
251–300,University of Stuttgart,Germany,"15,152",25.3,20%,34 : 66,53.1–55.8,44.8,49.5,63.1,99.6,58.9
251–300,University of Surrey,United Kingdom,"14,630",16.3,33%,54:46:00,53.1–55.8,31.3,34.5,88,73,96.8
251–300,Università della Svizzera italiana,Switzerland,"3,714",14,67%,46:54:00,53.1–55.8,34.8,26.4,84,88.3,98.5
251–300,Swansea University,United Kingdom,"18,505",16.8,21%,47:53:00,53.1–55.8,27.6,30.2,89.7,62.8,89.5
251–300,University of Tasmania,Australia,"16,894",22.5,31%,60:40:00,53.1–55.8,31.6,38.4,82,70.5,90.9
251–300,Technical University of Darmstadt,Germany,"15,882",37,19%,33 : 67,53.1–55.8,42.4,48.1,62.6,99.8,65.4
251–300,TU Wien,Austria,"11,373",19,31%,32 : 68,53.1–55.8,43.8,44.1,57.6,96.2,86.7
251–300,Virginia Polytechnic Institute and State University,United States,"37,225",18.6,13%,44:56:00,53.1–55.8,42.5,39.4,78.8,76.7,65.4
251–300,Vita-Salute San Raffaele University,Italy,"4,087",13.9,5%,62:38:00,53.1–55.8,34.6,26.9,98.3,66.8,49.8
251–300,Xi’an Jiaotong University,China,"45,764",14.7,7%,35 : 65,53.1–55.8,46.9,48,70,98.3,37.8
301–350,Beihang University,China,"32,854",12.3,4%,n/a,51.1–53.0,42.9,43.5,68.6,94.7,34.5
301–350,University of Bremen,Germany,"12,263",19.5,13%,53:47:00,51.1–53.0,39.8,39,68.8,67.2,65
301–350,University at Buffalo,United States,"27,086",17.2,12%,46:54:00,51.1–53.0,39.9,34.1,76.1,74.8,71.4
301–350,Università Cattolica del Sacro Cuore,Italy,"28,830",39.1,7%,71:29:00,51.1–53.0,35.2,30,89.4,74.5,52.3
301–350,"China Medical University, Taiwan",Taiwan,"7,110",14.7,7%,57:43:00,51.1–53.0,27.3,32.8,92.4,89.9,49.7
301–350,Copenhagen Business School,Denmark,"16,785",27.5,23%,48:52:00,51.1–53.0,21.1,32.3,92.1,43.8,91.5
301–350,Dalhousie University,Canada,"17,314",14.7,27%,54:46:00,51.1–53.0,30.8,31.6,78.9,71.7,89.1
301–350,Drexel University,United States,"16,910",11,15%,51:49:00,51.1–53.0,44.1,26,79.6,75.6,62.2
301–350,University of Dundee,United Kingdom,"14,145",18.1,25%,65:35:00,51.1–53.0,26.7,32.1,84.9,83,91.1
301–350,East China Normal University,China,"28,787",14.1,8%,64:36:00,51.1–53.0,42.7,35.1,76.3,66.3,56.4
301–350,University of Essex,United Kingdom,"15,540",16,41%,54:46:00,51.1–53.0,30,31.8,81,57.7,97.4
301–350,Flinders University,Australia,"17,422",29.4,33%,66:34:00,51.1–53.0,29.2,35.4,78.4,71,88.9
301–350,University of Galway,Ireland,"15,734",26.1,16%,59:41:00,51.1–53.0,32.9,33.8,76.7,83,77.6
301–350,Université Grenoble Alpes,France,"51,244",18.4,17%,53:47:00,51.1–53.0,42.2,37.9,66.9,69.1,71.6
301–350,Hanyang University,South Korea,"19,344",13.2,21%,n/a,51.1–53.0,45.4,40.4,62,99.4,66.5
301–350,Hebrew University of Jerusalem,Israel,"19,267",8.9,5%,58:42:00,51.1–53.0,46.4,36.3,68.9,71,46.8
301–350,Hong Kong Baptist University,Hong Kong,"7,460",10.2,55%,65:35:00,51.1–53.0,34,28.9,77.2,69.6,97.8
301–350,University of Innsbruck,Austria,"15,315",23.7,48%,55:45:00,51.1–53.0,34.4,33.1,70.3,79.6,94.7
301–350,University of Kiel,Germany,"29,463",23.9,8%,54:46:00,51.1–53.0,33.3,33.3,81.6,63,62.9
301–350,Kyushu University,Japan,"18,220",7.7,13%,28 : 72,51.1–53.0,55,47.5,51.2,98.4,48.8
301–350,University of Liège,Belgium,"23,545",29.2,20%,58:42:00,51.1–53.0,33.5,38.7,72.7,95.5,73.6
301–350,Montpellier University,France,"40,734",20.5,15%,55:45:00,51.1–53.0,38.3,35.6,74.7,68.1,68.5
301–350,University of Navarra,Spain,"11,969",14.3,26%,54:46:00,51.1–53.0,35.6,30.4,82.3,79.1,74.4
301–350,Northwestern Polytechnical University,China,"36,797",14.5,4%,25 : 75,51.1–53.0,37.4,40.6,74.7,86.7,48.4
301–350,Norwegian University of Science and Technology,Norway,"37,865",15,9%,49:51:00,51.1–53.0,36,38.4,74.7,67.8,66.2
301–350,Oregon Health and Science University,United States,"2,984",0.9,3%,68:32:00,51.1–53.0,39.1,21.3,91.7,86.8,34.6
301–350,University of Otago,New Zealand,"19,350",20.6,16%,61:39:00,51.1–53.0,35.6,35.1,75.8,68.8,81.8
301–350,University of Pavia,Italy,"17,701",31.5,9%,54:46:00,51.1–53.0,37.6,32.3,82.7,80.4,50.4
301–350,University of Rome II – Tor Vergata,Italy,"18,480",24,20%,58:42:00,51.1–53.0,39.9,33.5,74.3,77.5,66.9
301–350,"Royal Holloway, University of London",United Kingdom,"11,290",16.1,31%,55:45:00,51.1–53.0,31.6,29.3,79,63.3,94.6
301–350,"St George’s, University of London",United Kingdom,"3,725",13.1,18%,66:34:00,51.1–53.0,23.5,25.8,93.5,66.8,79.5
301–350,Sharif University of Technology,Iran,"9,389",21.8,2%,26 : 74,51.1–53.0,39.1,37.4,78.3,86.2,37
301–350,University of South Australia,Australia,"22,822",30.2,17%,60:40:00,51.1–53.0,25,36.8,82.5,98.3,83.5
301–350,Southeast University,China,"39,637",12.4,4%,36 : 64,51.1–53.0,39.9,46.3,68.4,90.4,47.6
301–350,Stellenbosch University,South Africa,"25,140",25.7,7%,56:44:00,51.1–53.0,33.8,39.5,76.9,89.8,59.9
301–350,University of Strathclyde,United Kingdom,"20,400",16.3,25%,51:49:00,51.1–53.0,32.4,35.5,71.2,75.5,91.9
301–350,Swedish University of Agricultural Sciences,Sweden,"4,437",4.7,8%,71:29:00,51.1–53.0,34.7,34.9,78.8,85.4,54.4
301–350,Tampere University,Finland,"16,236",20.7,7%,55:45:00,51.1–53.0,30.6,38.4,80.9,93.1,49.8
301–350,University of Tartu,Estonia,"9,694",9,12%,68:32:00,51.1–53.0,32.8,31.8,86.5,64.1,60.7
301–350,Universiti Teknologi Petronas,Malaysia,"4,570",13.1,12%,37 : 63,51.1–53.0,33.8,37.8,77.7,67.9,77.8
301–350,The University of Tennessee-Knoxville,United States,"28,377",17,3%,n/a,51.1–53.0,38,31.6,84.5,72.9,56.1
301–350,University of Turku,Finland,"13,528",15.7,6%,63:37:00,51.1–53.0,31.6,34.9,83.3,67,52.5
301–350,United Arab Emirates University,United Arab Emirates,"8,147",12.6,18%,74:26:00,51.1–53.0,27,34.5,83.2,77.4,89.1
301–350,University College Cork,Ireland,"18,567",21.1,16%,59:41:00,51.1–53.0,28.3,31.6,82.4,75.9,77.2
301–350,Washington State University,United States,"28,896",18.8,6%,55:45:00,51.1–53.0,36.9,34.5,74.8,82.9,60.3
301–350,Western Sydney University,Australia,"35,590",41.8,21%,59:41:00,51.1–53.0,29.5,31.7,87.7,51.5,87.2
301–350,University of the Witwatersrand,South Africa,"27,765",24.4,7%,57:43:00,51.1–53.0,33,42.9,72.4,81.3,76.3
301–350,Xiamen University,China,"44,715",15.1,2%,n/a,51.1–53.0,38,33.5,83.7,72.1,38.4
351–400,Aix-Marseille University,France,"72,946",17.3,14%,60:40:00,49.1–51.0,43,27.2,71.9,63.2,76.3
351–400,Amirkabir University of Technology,Iran,"9,859",20.2,3%,35 : 65,49.1–51.0,34.8,33.7,77,85.1,38.8
351–400,Autonomous University of Madrid,Spain,"30,227",13.4,15%,62:38:00,49.1–51.0,38.7,29.9,76.3,65.4,60.9
351–400,University of Bayreuth,Germany,"8,944",24.5,14%,46:54:00,49.1–51.0,38,40.8,65,83.4,67.7
351–400,University of Bordeaux,France,"52,643",21.7,14%,60:40:00,49.1–51.0,37.2,29.9,72.5,66.7,66.6
351–400,Brunel University London,United Kingdom,"14,130",17.9,40%,47:53:00,49.1–51.0,25.2,26.5,80.7,60.1,98.4
351–400,University of Campinas,Brazil,"32,252",18.9,3%,46:54:00,49.1–51.0,50,45.5,54,65.5,40.4
351–400,University of Canberra,Australia,"11,299",34.4,23%,56:44:00,49.1–51.0,24.1,31.6,82.4,40.8,88.3
351–400,Chongqing University,China,"42,607",20.1,2%,n/a,49.1–51.0,32.8,38.2,75.9,79.6,42
351–400,"City, University of London",United Kingdom,"16,080",19.5,45%,58:42:00,49.1–51.0,27.4,30.9,78.6,61.8,95.5
351–400,University of Colorado Denver/Anschutz Medical Campus,United States,"20,208",4.5,7%,58:42:00,49.1–51.0,33.4,23.7,93.7,73.4,36.9
351–400,University of Connecticut,United States,"28,128",13.1,11%,53:47:00,49.1–51.0,41.2,30.2,72.8,68.7,64.6
351–400,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,742,6.3,4%,36 : 64,49.1–51.0,48.8,38.9,64.8,78.1,34.5
351–400,Edith Cowan University,Australia,"17,965",29.8,24%,62:38:00,49.1–51.0,23.7,26.2,86.9,69.2,87.6
351–400,University of Electronic Science and Technology of China,China,"37,498",15.7,3%,30 : 70,49.1–51.0,34.8,35.2,80.9,85.5,33.9
351–400,University of Florence,Italy,"40,535",24,10%,56:44:00,49.1–51.0,35.5,34.4,78.6,72.9,51.9
351–400,Free University of Bozen-Bolzano,Italy,"4,244",10.7,14%,67:33:00,49.1–51.0,31.8,22.8,85.5,45.6,78.6
351–400,University of Georgia,United States,"37,565",15.7,6%,58:42:00,49.1–51.0,41.2,40.5,68.2,69.8,43.9
351–400,Hasselt University,Belgium,"5,749",30.9,14%,50:50:00,49.1–51.0,33.5,38.1,69.1,83.9,71.6
351–400,Heriot-Watt University,United Kingdom,"9,735",18.2,36%,39 : 61,49.1–51.0,34.3,33.4,65.2,75.1,94.8
351–400,Hokkaido University,Japan,"17,659",8.2,10%,29 : 71,49.1–51.0,51.2,44,47.4,95.1,47.5
351–400,Hunan University,China,"41,481",17.8,2%,47:53:00,49.1–51.0,28.9,30.4,92,75.2,32.5
351–400,Illinois Institute of Technology,United States,"6,107",12.2,36%,37 : 63,49.1–51.0,42.6,26.9,67.8,91.5,73.2
351–400,Iowa State University,United States,"28,591",17.1,8%,46:54:00,49.1–51.0,39.5,34.5,69.3,84.8,46
351–400,James Cook University,Australia,"9,759",17.3,9%,66:34:00,49.1–51.0,28.3,30.9,79.6,58.9,77.7
351–400,Justus Liebig University Giessen,Germany,"27,184",42.4,11%,64:36:00,49.1–51.0,34.4,38,72.5,70.5,62.7
351–400,University of Kansas,United States,"23,410",9.5,7%,53:47:00,49.1–51.0,42.7,25.9,73.1,79.9,58.6
351–400,Koç University,Turkey,"6,427",19.5,9%,49:51:00,49.1–51.0,31.8,40.5,68.9,91.9,57.4
351–400,Leibniz University Hannover,Germany,"19,807",39.5,15%,44:56:00,49.1–51.0,38.3,41.5,62.1,81.6,58.2
351–400,University of Manitoba,Canada,"30,316",30,21%,54:46:00,49.1–51.0,31.8,34.7,76.3,62.3,59.1
351–400,Middle East Technical University,Turkey,"16,182",21.2,12%,49:51:00,49.1–51.0,44.2,43.1,53.6,81.9,56
351–400,University of Milan,Italy,"50,995",21.8,7%,60:40:00,49.1–51.0,31.3,31.8,87.3,69.5,47.2
351–400,University of Milan-Bicocca,Italy,"29,943",29.8,5%,62:38:00,49.1–51.0,27.8,26,91.1,66.7,47
351–400,Murdoch University,Australia,"14,816",34,38%,62:38:00,49.1–51.0,23.2,29.6,81.4,67.2,94.2
351–400,University of Naples Federico II,Italy,"56,127",19.5,2%,56:44:00,49.1–51.0,36.7,28.3,86.9,72,35.4
351–400,Peter the Great St Petersburg Polytechnic University,Russian Federation,"16,400",10,33%,42:58:00,49.1–51.0,43.4,31.3,67.4,61.6,65.2
351–400,Sabancı University,Turkey,"3,847",20.5,11%,38 : 62,49.1–51.0,31.7,37.9,69.5,90.2,66.6
351–400,University of St Gallen,Switzerland,"8,799",12.9,33%,36 : 64,49.1–51.0,33.8,21,81.4,66.6,93.6
351–400,University of Saskatchewan,Canada,"17,924",18.1,21%,56:44:00,49.1–51.0,39,35.1,62.9,95.8,78.9
351–400,University of Sharjah,United Arab Emirates,"12,848",18.9,51%,67:33:00,49.1–51.0,20.7,25.7,93.8,29,98.8
351–400,Shenzhen University,China,"35,736",14,1%,49:51:00,49.1–51.0,27.8,34.3,85.3,57.9,42.4
351–400,Southern Medical University,China,"20,555",10.7,6%,n/a,49.1–51.0,44.1,36.7,74.8,56.4,30.4
351–400,University of Southern Queensland,Australia,"11,650",24.8,15%,63:37:00,49.1–51.0,28.4,25.9,88,46.9,81.8
351–400,Technion Israel Institute of Technology,Israel,"15,934",22.7,13%,40 : 60,49.1–51.0,37.5,34,66.9,68.1,71.8
351–400,Temple University,United States,"34,069",12.3,6%,56:44:00,49.1–51.0,40.7,24.3,85.2,70.4,43.6
351–400,University of Texas at Dallas,United States,"24,679",21.6,15%,44:56:00,49.1–51.0,29.5,28.3,84.9,72.3,62.7
351–400,University of Trento,Italy,"14,100",18.4,7%,51:49:00,49.1–51.0,29.3,34.8,80.5,65.2,61.1
351–400,University of Tsukuba,Japan,"15,506",12.1,16%,38 : 62,49.1–51.0,51.8,42.6,52.3,72.9,51.3
351–400,University of Victoria,Canada,"21,486",23.9,21%,56:44:00,49.1–51.0,27.4,31.2,80.1,63.8,88.9
351–400,York University,Canada,"44,038",29.1,28%,55:45:00,49.1–51.0,28.2,32.4,78.3,69.6,79.5
401–500,"Asia University, Taiwan",Taiwan,"11,431",29.5,4%,63:37:00,45.4–49.0,18.3,36.6,80.6,63.2,49.2
401–500,Aston University,United Kingdom,"12,950",19,25%,48:52:00,45.4–49.0,22.2,26.5,82.5,64.1,95.2
401–500,Auckland University of Technology,New Zealand,"18,592",17.7,46%,60:40:00,45.4–49.0,23.8,21.2,84,40.8,92.4
401–500,Australian Catholic University,Australia,"23,843",38.4,14%,76:24:00,45.4–49.0,16.8,25.7,97,21.9,80.7
401–500,Bangor University,United Kingdom,"8,130",14.8,23%,61:39:00,45.4–49.0,27.6,25.3,72.7,64.3,88.2
401–500,Bauman Moscow State Technical University,Russian Federation,"16,061",6.6,18%,42:58:00,45.4–49.0,71.7,43.9,22.1,51.7,59.3
401–500,Bond University,Australia,"3,170",11.2,34%,54:46:00,45.4–49.0,28.2,23.1,82.5,23.1,82.3
401–500,Bournemouth University,United Kingdom,"14,260",19.1,21%,53:47:00,45.4–49.0,23.2,21.1,86.7,38.4,89
401–500,University of Brescia,Italy,"14,615",24.2,6%,47:53:00,45.4–49.0,24.4,19.2,89.3,62.4,44.9
401–500,Universiti Brunei Darussalam,Brunei Darussalam,"3,503",11.3,14%,66:34:00,45.4–49.0,28.5,28.9,76,22.9,75.7
401–500,"University of California, Merced",United States,"9,170",19.6,9%,51:49:00,45.4–49.0,26.2,23.9,86.8,48.1,55
401–500,Campus Bio-Medico University of Rome,Italy,"2,210",18.4,1%,62:38:00,45.4–49.0,32.6,29,76.9,48.8,31
401–500,University of Catania,Italy,"26,717",22.2,3%,57:43:00,45.4–49.0,32.4,22.7,81.2,59,34.9
401–500,Centrale Nantes,France,"1,678",14.8,39%,25 : 75,45.4–49.0,40.7,33.4,50.6,81.1,87.8
401–500,University of Central Florida,United States,"65,269",39.1,4%,57:43:00,45.4–49.0,28.5,34.4,74.7,78.3,39.9
401–500,Charles Darwin University,Australia,"7,313",33.6,27%,71:29:00,45.4–49.0,24.8,32.5,73.9,36.3,81.6
401–500,Charles University,Czech Republic,"51,728",13.4,23%,62:38:00,45.4–49.0,38.8,33.1,61.9,60.1,64.7
401–500,Chung-Ang University,South Korea,"18,193",22.4,23%,n/a,45.4–49.0,37.4,38.4,52,98.3,62.6
401–500,Claude Bernard University Lyon 1,France,"27,444",12.7,14%,55:45:00,45.4–49.0,40.3,27.1,65,71.3,63.7
401–500,University of Coimbra,Portugal,"21,767",18.4,15%,57:43:00,45.4–49.0,31.4,38.2,59.9,78,54.3
401–500,"Colorado State University, Fort Collins",United States,"27,786",16.2,5%,56:44:00,45.4–49.0,33.4,31.7,74.4,69.4,46.6
401–500,Constructor University Bremen,Germany,"1,534",22.1,83%,42:58:00,45.4–49.0,36.7,35.9,48.9,84.7,93.5
401–500,Dalian University of Technology,China,"37,389",14.5,3%,n/a,45.4–49.0,37,35,68.1,86.8,40.2
401–500,University of Delaware,United States,"21,545",16.1,11%,57:43:00,45.4–49.0,32.7,31.8,72.5,80.9,62.3
401–500,Dublin City University,Ireland,"14,325",26.1,12%,58:42:00,45.4–49.0,24.5,35.2,77.1,62.8,73.9
401–500,École des Ponts ParisTech,France,"1,992",8.7,39%,31 : 69,45.4–49.0,43.9,30.3,55.7,87.2,82.7
401–500,University of Toulouse,France,"111,949",22.9,15%,56:44:00,45.4–49.0,29.4,30.2,65.7,70.2,72.6
401–500,Florida International University,United States,"35,006",22.4,9%,60:40:00,45.4–49.0,31,29.3,74.2,61.5,51
401–500,University of Fribourg,Switzerland,"6,961",16,15%,64:36:00,45.4–49.0,36.8,33.2,63.2,54.7,83.1
401–500,University of Genoa,Italy,"21,470",16.5,7%,58:42:00,45.4–49.0,36.1,28.3,78,73.4,47.3
401–500,George Mason University,United States,"32,959",18.3,11%,53:47:00,45.4–49.0,29.7,27.5,82.7,62,59.9
401–500,Georgia State University,United States,"30,821",15.7,7%,61:39:00,45.4–49.0,35,25.4,72.6,65.2,57.1
401–500,"Goldsmiths, University of London",United Kingdom,"8,780",14.5,38%,66:34:00,45.4–49.0,29.2,25.2,75.4,28.9,81
401–500,University of Greifswald,Germany,"10,366",21.1,8%,59:41:00,45.4–49.0,35.5,29.9,73.8,60.2,57.1
401–500,University of Guelph,Canada,"22,936",27.3,10%,59:41:00,45.4–49.0,32.6,36.2,66.2,78.1,64.5
401–500,Gwangju Institute of Science and Technology (GIST),South Korea,"1,795",9.5,7%,26 : 74,45.4–49.0,48.5,39.6,50.3,99.9,43.9
401–500,HSE University,Russian Federation,"34,656",18.6,12%,n/a,45.4–49.0,34.4,44,57.3,56.5,51.4
401–500,University of Hull,United Kingdom,"12,305",18,21%,56:44:00,45.4–49.0,27.4,24.3,74.3,59.8,85.4
